"draw","cumulative","peakDebt","breakEven","year10Cost","northGrowth","southGrowth","ukPensionShare","ukDebtShare","reratingScope","interestRate","taxMultiplier","investmentOutputReturn","oneOffTransitionCost"
"551","404.54","283.18","","15.52","3.6784","2.6019","51.089","51.089","67.1367","3.5495","0.4694","0.0852","6.6681"
"552","146.19","102.33","","6.7","4.4246","3.2103","82.9469","82.9469","33.443","2.3553","0.2869","0.1071","3.5216"
"553","279.03","195.32","","10.84","3.5752","2.7032","75.9743","75.9743","48.9351","3.3338","0.439","0.0822","5.9962"
"554","327.37","229.16","","12.48","3.1891","2.6005","68.0576","68.0576","44.9263","3.2543","0.4699","0.0709","4.0541"
"555","283.3","198.31","","12.18","3.9528","2.2667","52.5494","52.5494","53.0036","3.6793","0.57","0.0933","3.7544"
"556","238.41","166.89","","9.2","3.3885","2.3677","89.1515","89.1515","50.2675","4.0289","0.5397","0.0767","8.0539"
"557","310.75","217.52","","12.76","3.7141","2.3524","54.0487","54.0487","50.9935","3.5339","0.5443","0.0863","3.5129"
"558","413.78","289.65","","15.36","3.2176","2.3073","59.5762","59.5762","65.3363","4.0386","0.5578","0.0717","7.4085"
"559","442.35","309.64","","15","1.6923","2.4512","85.5728","85.5728","48.3429","3.8115","0.5146","0.027","7.1513"
"560","560.03","392.02","","21.95","3.7481","2.177","6.0736","6.0736","79.8322","3.766","0.5969","0.0873","3.4329"
"561","262.56","183.8","","11.09","4.2583","2.8224","61.8381","61.8381","53.6928","3.0737","0.4033","0.1022","5.1499"
"562","411.63","288.14","","15.21","2.9587","1.9279","60.9377","60.9377","63.0338","4.5235","0.6716","0.0641","7.0843"
"563","271","189.7","","11.29","3.8768","2.444","63.2294","63.2294","51.92","3.5708","0.5168","0.0911","4.9462"
"564","604.07","422.85","","21.98","2.8584","2.6814","29.9404","29.9404","76.7851","3.3595","0.4456","0.0612","5.9586"
"565","224.53","157.17","","9.86","3.6665","2.1524","65.9745","65.9745","41.2249","3.7463","0.6043","0.0849","2.9609"
"566","246.81","172.76","","9.5","3.0751","2.3535","84.7708","84.7708","38.2898","3.6824","0.544","0.0675","4.8322"
"567","28.52","28.14","18","2.78","4.4385","2.8509","100","100","25","2.8516","0.3947","0.1075","3.5394"
"568","282.34","197.64","","10.37","2.7633","2.2772","87.2608","87.2608","41.3038","3.9005","0.5668","0.0584","5.8287"
"569","174.85","122.4","","7.12","3.7495","2.766","94.6291","94.6291","40.5431","3.3215","0.4202","0.0873","6.6481"
"570","345.87","242.11","","13.08","3.0309","2.3072","66.4605","66.4605","48.2044","3.7152","0.5578","0.0662","4.5614"
"571","309.82","216.88","","11.8","3.4196","2.7361","73.3786","73.3786","49.5103","3.2635","0.4292","0.0776","5.7751"
"572","297.32","208.12","","12.67","4.8","3.2476","47.5012","47.5012","62.5983","2.4936","0.2757","0.1308","5.1892"
"573","220.27","154.19","","8.15","3.3853","2.837","100","100","44.0983","3.4214","0.3989","0.0766","8.3858"
"574","103.01","72.11","","5.63","4.3737","2.6099","87.0722","87.0722","40.9427","3.4312","0.467","0.1056","5.724"
"575","117.85","82.49","","6.44","4.8","2.9009","77.4783","77.4783","44.2268","2.9671","0.3797","0.1243","5.1618"
"576","184.12","128.89","","7.49","3.6721","2.9274","89.3906","89.3906","31.5676","2.7954","0.3718","0.085","3.972"
"577","92.54","64.78","","4.65","3.4071","2.1966","98.5367","98.5367","25","3.6955","0.591","0.0773","3.0491"
"578","460.57","322.4","","16.06","2.1184","1.5","67.1199","67.1199","56.5008","5.1955","0.8334","0.0395","6.4749"
"579","137.65","96.36","","6.82","4.2539","2.397","85.8435","85.8435","51.7571","3.9756","0.5309","0.1021","7.9387"
"580","207.14","145","","8.37","3.246","2.3476","85.0509","85.0509","33.6421","3.5785","0.5457","0.0725","3.8472"
"581","200.95","140.67","","8.56","4.0372","2.8476","77.7204","77.7204","41.0596","2.9649","0.3957","0.0958","4.4974"
"582","400.89","280.62","","15.04","3.0913","2.6144","56.9315","56.9315","52.4471","3.254","0.4657","0.068","4.2188"
"583","564.47","395.13","","20.87","2.9259","2.6944","29.5491","29.5491","68.9314","3.1394","0.4417","0.0632","4.1784"
"584","201.82","141.27","","7.97","3.2629","2.4257","91.5086","91.5086","36.7849","3.648","0.5223","0.073","5.4034"
"585","148","105.06","24","8.43","4.8","2.2338","66.1171","66.1171","64.6526","4.2221","0.5798","0.1241","8.134"
"586","141.51","99.06","","6.63","3.6344","2.0291","90.3809","90.3809","43.9616","4.3556","0.6413","0.0839","6.8312"
"587","311.02","217.71","","12.03","3.1301","2.3043","68.1497","68.1497","43.8564","3.6363","0.5587","0.0691","3.8311"
"588","337.62","236.33","","12.96","3.416","2.7181","64.1285","64.1285","49.7723","3.154","0.4346","0.0775","4.5941"
"589","236.09","165.26","","8.62","2.9287","2.6696","97.8337","97.8337","35.6848","3.3814","0.4491","0.0632","6.0084"
"590","624.14","436.9","","21.99","2.0831","2.3431","40.5929","40.5929","69.4057","3.8023","0.5471","0.0384","5.7617"
"591","399.14","279.4","","14.4","2.6439","1.939","69.674","69.674","57.1034","4.4929","0.6683","0.0549","6.9495"
"592","61.75","43.69","24","3.82","3.9794","2.4944","98.8779","98.8779","28.191","3.4508","0.5017","0.0941","4.4996"
"593","276.44","193.51","","11.35","3.3833","2.3635","60.6242","60.6242","35.7242","3.2371","0.541","0.0766","1.0342"
"594","168.96","118.27","","7.87","4.8","3.4729","68.9136","68.9136","33.8999","2","0.2081","0.1241","1.7429"
"595","216.75","151.73","","9.67","4.2451","2.7492","63.7952","63.7952","43.6153","2.9522","0.4252","0.1019","3.1949"
"596","533.13","373.19","","18.54","1.9275","2.49","62.5021","62.5021","59.0024","3.6736","0.503","0.0339","6.4069"
"597","198.58","139.01","","9.19","4.4369","2.6967","65.9667","65.9667","49.0017","3.1921","0.441","0.1075","4.6707"
"598","293.09","205.16","","12.02","3.6377","2.2715","59.9367","59.9367","50.2021","3.7151","0.5686","0.084","4.1273"
"599","366.36","256.45","","13.55","2.9607","2.0795","69.6093","69.6093","57.1335","4.2995","0.6262","0.0642","6.9475"
"600","213.87","149.71","","7.94","2.6206","1.7436","100","100","40.6125","4.9591","0.7269","0.0542","8.6876"
"601","305.42","213.79","","12.56","4.4892","3.5","51.2295","51.2295","51.2843","2","0.2","0.109","3.1994"
"602","275.77","193.04","","11.66","4.3941","2.6615","61.6356","61.6356","65.7363","3.5929","0.4515","0.1062","7.7723"
"603","546.61","382.62","","19.76","2.861","2.0536","41.9842","41.9842","74.8882","4.3586","0.6339","0.0613","7.1542"
"604","448.93","314.25","","16.42","3.1898","2.4308","57.7068","57.7068","69.9333","3.9553","0.5208","0.0709","8.1695"
"605","293.21","205.25","","10.07","1.8986","2.2615","100","100","29.1259","3.8615","0.5716","0.033","5.2951"
"606","-64.23","16.68","11","0.49","4.1299","1.7989","100","100","25","4.2136","0.7103","0.0985","2.7963"
"607","370.29","259.21","","13.39","2.778","2.2337","75.0032","75.0032","54.4285","4.102","0.5799","0.0588","7.0747"
"608","303.39","212.37","","11.36","2.5949","2.0726","76.9841","76.9841","36.3104","3.9006","0.6282","0.0535","3.354"
"609","143.82","100.68","","6.08","3.7273","2.9345","95.2974","95.2974","26.378","2.7459","0.3697","0.0867","3.6213"
"610","168.55","117.98","","7.84","4.4145","2.8808","75.0761","75.0761","42.3084","2.9103","0.3858","0.1068","4.418"
"611","74.9","52.43","","4.16","3.3355","1.9615","100","100","25","4.2248","0.6616","0.0752","4.8619"
"612","264.09","184.86","","9.79","2.6677","2.0455","88.9309","88.9309","39.4908","4.1991","0.6363","0.0556","5.6535"
"613","232.14","162.5","","8.97","3.0334","2.4257","86.5772","86.5772","32.9509","3.4771","0.5223","0.0663","3.8995"
"614","416.23","291.36","","16.65","3.9567","2.3759","35.5332","35.5332","70.998","3.72","0.5372","0.0934","5.4344"
"615","334.12","233.88","","14.46","4.767","3.1312","29.5253","29.5253","60.3163","2.323","0.3106","0.1172","2.2799"
"616","364.73","255.31","","13.49","3.0777","2.3809","69.9769","69.9769","56.0679","3.864","0.5357","0.0676","6.7623"
"617","298.81","209.17","","11.7","3.8755","2.5205","73.4123","73.4123","65.9274","3.9708","0.4938","0.091","9.3914"
"618","505.74","354.02","","18.4","3.1261","2.3216","48.4818","48.4818","75.7403","4.1103","0.5535","0.069","8.2117"
"619","80.01","56","","4.49","4.4974","2.9596","94.635","94.635","34.3672","2.901","0.3621","0.1093","5.2902"
"620","671.5","470.05","","22.97","1.8685","1.7798","42.8067","42.8067","76.0952","4.7777","0.716","0.0321","7.5298"
"621","270.32","189.22","","10.23","3.0535","2.4362","82.9107","82.9107","40.6097","3.5984","0.5192","0.0669","5.0935"
"622","152.23","106.56","","6.88","3.5713","2.175","88.226","88.226","37.9543","3.972","0.5975","0.0821","5.2211"
"623","84.38","59.55","24","5.14","4.6199","2.9682","79.3792","79.3792","25.4395","2.4339","0.3596","0.1129","1.2831"
"624","354.91","248.44","","12.96","2.129","2.1846","72.3398","72.3398","30.0851","3.5203","0.5946","0.0398","1.3625"
"625","365.1","255.57","","12.72","2.0553","1.827","84.216","84.216","44.9603","4.5646","0.7019","0.0376","6.2254"
"626","211.46","148.03","","9.64","4.5384","3.0578","58.6358","58.6358","40.7196","2.377","0.3327","0.1105","1.8669"
"627","65.96","46.34","25","3.85","4.2474","2.7639","100","100","30.7898","3.3178","0.4208","0.1019","6.5899"
"628","257.55","180.28","","9.96","3.5603","2.4283","84.9114","84.9114","56.1138","4.0273","0.5215","0.0818","8.7723"
"629","92.8","64.96","","5.15","4.2226","2.6855","86.9685","86.9685","28.9735","3.0264","0.4443","0.1012","3.0769"
"630","213.81","149.67","","9.54","3.8087","2.1817","68.0547","68.0547","44.7891","3.8267","0.5955","0.0891","4.0235"
"631","135.57","94.9","","6.27","3.8897","2.8516","86.0747","86.0747","25","2.4892","0.3945","0.0914","0.3594"
"632","180.8","126.56","","8.89","4.8","2.8636","61.8065","61.8065","50.3009","2.9318","0.3909","0.1373","4.3994"
"633","138.62","97.03","","6.1","3.0508","1.7916","97.2655","97.2655","34.6946","4.5552","0.7125","0.0668","5.7144"
"634","222.6","155.82","","10.16","4.8","3.2964","52.8965","52.8965","43.3211","2.0266","0.2611","0.1273","1.6707"
"635","175.09","122.56","","7.51","3.9996","2.7504","86.9441","86.9441","43.0307","3.2882","0.4249","0.0947","6.1662"
"636","366.56","256.59","","14.68","4.0099","2.9543","44.1758","44.1758","57.564","2.7203","0.3637","0.095","3.6363"
"637","212.88","149.01","","8.56","3.5141","2.6151","84.9402","84.9402","38.0904","3.3203","0.4655","0.0804","4.811"
"638","538.99","377.29","","19.83","2.8702","3.0574","38.7153","38.7153","65.7745","2.7008","0.3328","0.0615","4.7114"
"639","80.79","57.82","23","5.06","3.9606","2.1804","85.9552","85.9552","31.0865","3.7584","0.5959","0.0935","3.4061"
"640","231.91","162.33","","9.48","3.3288","2.1829","77.2534","77.2534","40.1577","3.8492","0.5951","0.075","4.2365"
"641","208.9","146.23","","8.35","3.3328","2.8592","84.333","84.333","25","2.6076","0.3922","0.0751","1.4935"
"642","14.63","23.73","16","2.32","4.8","3.1503","100","100","25","2.3805","0.3049","0.1395","3.0177"
"643","327.06","228.94","","11.14","2.1748","2.6632","100","100","40.5168","3.5576","0.451","0.0411","7.4813"
"644","214.11","149.88","","8.98","3.5432","2.0592","81.7872","81.7872","50.4067","4.3445","0.6322","0.0813","7.0984"
"645","339.16","237.41","","12.62","2.6605","1.7431","72.6209","72.6209","49.1778","4.609","0.7271","0.0554","5.6005"
"646","292.83","204.98","","11.88","3.7043","2.163","65.8532","65.8532","59.6745","4.1911","0.6011","0.086","7.0035"
"647","358.2","250.74","","13.47","3.0613","2.4582","65.3995","65.3995","49.1448","3.515","0.5125","0.0671","4.6262"
"648","173.03","121.12","","8.17","3.9127","2.177","74.6767","74.6767","44.03","3.9149","0.5969","0.0921","4.7433"
"649","250.22","175.15","","9.25","3.3209","3.4316","93.1064","93.1064","33.3763","2.204","0.2205","0.0747","4.8675"
"650","289.26","202.48","","10.8","2.9875","2.4131","82.2822","82.2822","43.4406","3.6913","0.5261","0.065","5.6321"
"651","290.13","203.09","","13.09","4.6331","2.6165","38.155","38.155","60.6804","3.1712","0.4651","0.1132","3.5157"
"652","112.91","79.03","","5.66","4.4447","3.0287","87.1983","87.1983","33.1107","2.6614","0.3414","0.1077","4.0179"
"653","321.01","224.71","","13.29","4.2669","2.7305","50.4423","50.4423","62.6725","3.2512","0.4308","0.1025","5.5994"
"654","141.83","99.28","","6.82","3.9722","2.1368","89.684","89.684","53.4254","4.4335","0.609","0.0939","8.82"
"655","56.45","49.7","19","4.53","4.8","2.6419","86.4453","86.4453","43.647","3.4453","0.4574","0.1249","6.235"
"656","363.43","254.4","","13.91","3.3539","2.5898","59.1774","59.1774","52.7538","3.3296","0.4731","0.0757","4.587"
"657","89.71","62.8","","4.67","4.354","3.2034","93.5366","93.5366","25","2","0.289","0.1051","0"
"658","389.33","272.53","","15.95","3.7999","1.9334","37.0371","37.0371","67.7176","4.2693","0.67","0.0888","4.9141"
"659","211.78","148.25","","9.97","3.862","1.7275","65.793","65.793","56.6917","4.7143","0.7317","0.0906","6.3392"
"660","64.29","45.65","24","3.91","4.2679","2.6919","100","100","34.8912","3.3687","0.4424","0.1025","6.1662"
"661","601.7","421.19","","20.67","1.8562","2.1874","54.951","54.951","68.5414","4.2133","0.5938","0.0318","7.4943"
"662","291.69","204.19","","11.39","3.242","2.1758","72.1841","72.1841","48.3974","3.9878","0.5972","0.0724","5.3703"
"663","514.95","360.46","","18.87","3.2482","2.5971","44.0873","44.0873","76.0503","3.6724","0.4709","0.0726","7.6915"
"664","267.6","187.32","","9.84","2.8572","2.8711","89.7877","89.7877","31.6606","2.8813","0.3887","0.0611","4.0456"
"665","171.03","119.72","","6.64","3.3579","2.9179","100","100","26.7883","2.8604","0.3746","0.0758","4.4288"
"666","305.1","213.57","","12.62","4.0677","2.9837","50.1715","50.1715","46.369","2.4913","0.3549","0.0967","1.9763"
"667","232.8","162.96","","8.38","2.3317","2.0125","100","100","31.3379","4.2098","0.6462","0.0457","5.3481"
"668","85.78","60.04","","4.32","3.9136","2.7839","100","100","25","2.8886","0.4148","0.0921","3.055"
"669","220.08","154.05","","9.18","3.6505","2.3568","78.0806","78.0806","45.0403","3.7448","0.543","0.0844","5.4214"
"670","144.64","101.25","","6.01","3.4214","2.4166","100","100","33.4226","3.8355","0.525","0.0777","6.9433"
"671","186.51","130.56","","8.02","4.0165","2.9301","79.3747","79.3747","35.3535","2.7341","0.371","0.0952","3.4636"
"672","399.08","279.35","","14.96","3.1658","2.4398","58.3131","58.3131","57.462","3.6404","0.5181","0.0702","5.507"
"673","280.45","196.32","","12.36","4.311","2.3926","49.3264","49.3264","60.0577","3.6335","0.5322","0.1038","4.8747"
"674","69.74","49.54","24","4.39","3.2963","1.6916","94.6241","94.6241","26.6575","4.4516","0.7425","0.074","3.5926"
"675","93.34","65.34","","4.97","4.3602","2.9239","90.487","90.487","30.1353","2.7812","0.3728","0.1052","3.8037"
"676","239.39","167.57","","9.25","3.236","2.5144","85.8697","85.8697","39.1565","3.4995","0.4957","0.0723","5.17"
"677","348.45","243.91","","12.51","3.137","2.6824","82.9469","82.9469","59.6258","3.7358","0.4453","0.0694","9.2819"
"678","87.5","61.25","","4.9","4.0707","2.6423","88.5486","88.5486","25","2.9127","0.4573","0.0967","1.5544"
"679","54.17","39.02","23","3.42","4.3132","2.876","100","100","25","3.1161","0.3872","0.1039","6.1714"
"680","160.47","112.33","","6.5","3.0222","2.2459","97.6343","97.6343","27.139","3.7473","0.5762","0.066","4.1016"
"681","118.05","82.64","","5.36","3.7968","2.881","96.2688","96.2688","25","2.5892","0.3857","0.0887","1.595"
"682","389.19","272.43","","14.66","2.9835","2.0824","58.4452","58.4452","54.4686","4.059","0.6253","0.0648","4.8662"
"683","345.83","242.08","","12.94","3.3332","2.4793","71.3847","71.3847","58.9228","3.8215","0.5062","0.0751","7.5789"
"684","275.48","192.83","","12.99","4.7617","2.2355","41.9846","41.9846","74.3505","4.0951","0.5794","0.117","7.0359"
"685","182.63","127.84","","7.7","4.1329","3.3769","81.4499","81.4499","28.7362","2","0.2369","0.0986","2.2857"
"686","128.17","89.72","","5.44","3.6563","2.8749","100","100","25","2.8787","0.3875","0.0846","4.069"
"687","256.62","179.64","","10.34","2.9838","1.7093","74.6258","74.6258","42.8769","4.5284","0.7372","0.0649","4.4828"
"688","230.11","161.07","","9.18","3.052","2.3015","80.0486","80.0486","29.8944","3.4722","0.5596","0.0669","2.3528"
"689","392.47","274.73","","14.82","3.259","2.9364","56.6727","56.6727","51.1295","2.7743","0.3691","0.0729","3.8942"
"690","72.87","57.9","20","5.26","4.8","2.6875","76.9437","76.9437","37.4242","3.0824","0.4438","0.1232","3.5936"
"691","301.87","211.31","","11.48","2.8604","2.5823","72.949","72.949","32.1179","3.0336","0.4753","0.0612","1.8913"
"692","166.21","116.35","","7.11","3.1695","2.2255","87.2014","87.2014","25","3.5181","0.5824","0.0703","1.8382"
"693","124.21","86.95","","6.42","3.9119","2.2597","81.4464","81.4464","34.3814","3.6631","0.5721","0.0921","3.5272"
"694","31.84","30.21","18","3.1","4.8","3.1568","93.3568","93.3568","25","2","0.303","0.1229","0"
"695","573.82","401.67","","21.63","3.6023","2.6631","19.8822","19.8822","83.6489","3.4031","0.4511","0.083","6.1218"
"696","508.24","355.77","","19.22","3.9473","2.9358","34.2974","34.2974","85.3654","3.2905","0.3693","0.0931","8.4298"
"697","354.55","248.19","","13.48","2.8501","2.0083","62.3801","62.3801","46.1464","4.0127","0.6475","0.0609","3.5622"
"698","353.36","247.35","","12.67","2.2274","2.3358","79.1119","79.1119","36.0109","3.5636","0.5492","0.0427","3.573"
"699","171.33","119.93","","7.25","3.6541","2.5654","89.0915","89.0915","36.2407","3.4055","0.4804","0.0845","4.96"
"700","613.63","429.54","","22.41","2.9911","2.5367","25.6587","25.6587","80.1472","3.5773","0.489","0.0651","6.1249"
"701","76.52","53.8","25","4.69","4.7343","3.193","83.8469","83.8469","25","2.0597","0.2921","0.1162","0.7098"
"702","242.24","169.57","","9.25","3.2927","2.494","88.9743","88.9743","45.0421","3.7219","0.5018","0.0739","6.8806"
"703","83.85","58.7","","4.33","3.5731","2.3583","100","100","25","3.5032","0.5425","0.0821","3.3139"
"704","520.88","364.62","","19.23","2.8928","2.3661","37.886","37.886","64.9848","3.6189","0.5402","0.0622","4.4266"
"705","283.74","198.62","","10.98","3.3158","2.1785","77.508","77.508","53.3626","4.1893","0.5965","0.0746","7.1756"
"706","-12","29.92","13","2.53","4.8","2.4261","90.1592","90.1592","35.2863","3.5894","0.5222","0.1231","4.893"
"707","214.79","150.36","","9.54","4.0117","2.5887","64.6977","64.6977","39.2274","3.077","0.4734","0.095","2.3504"
"708","50.51","37.59","21","3.34","4.2707","2.7827","100","100","25","3.307","0.4152","0.1026","6.7228"
"709","65.12","45.58","","3.81","3.8331","2.4488","100","100","25","3.5831","0.5154","0.0898","5.112"
"710","453.32","317.32","","15.74","2.2105","2.5583","75.2934","75.2934","55.6038","3.6893","0.4825","0.0422","7.3721"
"711","436.06","305.24","","16.3","3.3904","2.3124","53.2725","53.2725","71.1922","4.0822","0.5563","0.0768","7.8527"
"712","457.8","320.46","","17.34","3.5131","2.9502","42.1369","42.1369","65.1971","2.8858","0.3649","0.0804","5.0426"
"713","125.33","87.73","","6.1","3.6803","2.275","87.3278","87.3278","30.7569","3.641","0.5675","0.0853","3.5174"
"714","362.45","253.71","","14.75","4.1458","2.8303","41.5579","41.5579","60.9515","2.9358","0.4009","0.0989","4.031"
"715","336.58","235.61","","12.15","2.4029","2.0996","80.2157","80.2157","41.0586","4.0314","0.6201","0.0478","4.8313"
"716","156.31","109.42","","6.61","2.7168","1.8509","93.9553","93.9553","25","3.8825","0.6947","0.057","0.512"
"717","231.88","162.32","","9.03","3.1096","2.4235","85.3506","85.3506","34.366","3.4968","0.5229","0.0685","4.0466"
"718","174.54","122.18","","7.37","3.6094","2.4796","88.7693","88.7693","37.5393","3.5511","0.5061","0.0832","5.2025"
"719","66.18","47.02","24","3.96","3.7698","2.205","100","100","29.8218","4.2243","0.5885","0.0879","7.8042"
"720","126.75","88.72","","5.52","3.4195","2.3234","100","100","31.1836","3.8874","0.553","0.0776","6.2715"
"721","567.47","397.23","","19.57","1.727","2.0157","57.1117","57.1117","59.8667","4.2654","0.6453","0.028","5.8752"
"722","505.72","354.01","","17.46","2.1824","2.0499","66.1931","66.1931","64.1939","4.4647","0.635","0.0413","8.0433"
